Ticker,Current Price,Mean Daily Return,Std. Dev. Return,Volatility (14d)
AAPL,201.0399932861328,-0.0024341963344858687,0.03286079121961342,0.02225931661916702
AMZN,206.3000030517578,-1.3693670907547365e-05,0.03034300887859227,0.025066363759719622
GOOG,172.85000610351562,0.000403309795789809,0.02579397303635512,0.01779219399150624
META,644.52001953125,1.2814956474543713e-05,0.034665776474972224,0.024891896975935836
MSFT,457.3299865722656,0.002556324482028826,0.022472700926274302,0.010728288029136014
NVDA,140.1199951171875,0.0027019741138427896,0.041978439422785355,0.026029229604622943
TSLA,361.06500244140625,0.0048819234935869125,0.055901217548230527,0.0328605339304901
