Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,daily_return,volatility
2025-02-28 00:00:00-05:00,208.64999389648438,212.6199951171875,206.99000549316406,212.27999877929688,51771700,0.0,0.0,,
2025-03-03 00:00:00-05:00,213.35000610351562,214.00999450683594,202.5500030517578,205.02000427246094,42948400,0.0,0.0,-0.034200087377916355,
2025-03-04 00:00:00-05:00,200.11000061035156,206.8000030517578,197.42999267578125,203.8000030517578,60853100,0.0,0.0,-0.005950644792114046,
2025-03-05 00:00:00-05:00,204.8000030517578,209.97999572753906,203.25999450683594,208.36000061035156,38610100,0.0,0.0,0.022374865016246748,
2025-03-06 00:00:00-05:00,204.39999389648438,205.77000427246094,198.3000030517578,200.6999969482422,49863800,0.0,0.0,-0.03676331176651382,
2025-03-07 00:00:00-05:00,199.49000549316406,202.27000427246094,192.52999877929688,199.25,59802800,0.0,0.0,-0.007224698407026442,
2025-03-10 00:00:00-04:00,195.60000610351562,196.72999572753906,190.85000610351562,194.5399932861328,62350900,0.0,0.0,-0.02363867861413893,
2025-03-11 00:00:00-04:00,193.89999389648438,200.17999267578125,193.39999389648438,196.58999633789062,54002900,0.0,0.0,0.010537694677220655,
2025-03-12 00:00:00-04:00,200.72000122070312,201.52000427246094,195.2899932861328,198.88999938964844,43679300,0.0,0.0,0.011699491808345508,
2025-03-13 00:00:00-04:00,198.1699981689453,198.8800048828125,191.82000732421875,193.88999938964844,41270800,0.0,0.0,-0.025139524437347016,
2025-03-14 00:00:00-04:00,197.41000366210938,198.64999389648438,195.32000732421875,197.9499969482422,38096700,0.0,0.0,0.02093969555611075,
2025-03-17 00:00:00-04:00,198.77000427246094,199.0,194.32000732421875,195.74000549316406,47341800,0.0,0.0,-0.01116439246854839,
2025-03-18 00:00:00-04:00,192.52000427246094,194.0,189.3800048828125,192.82000732421875,40414900,0.0,0.0,-0.014917738259935254,
2025-03-19 00:00:00-04:00,193.3800048828125,195.97000122070312,191.9600067138672,195.5399932861328,39442900,0.0,0.0,0.014106347155876442,
2025-03-20 00:00:00-04:00,193.07000732421875,199.32000732421875,192.3000030517578,194.9499969482422,38921100,0.0,0.0,-0.003017266841301769,0.019723837336078725
2025-03-21 00:00:00-04:00,192.89999389648438,196.99000549316406,192.52000427246094,196.2100067138672,60056900,0.0,0.0,0.006463245885351521,0.018165541787546282
2025-03-24 00:00:00-04:00,200.0,203.63999938964844,199.9499969482422,203.25999450683594,41625400,0.0,0.0,0.03593082692897376,0.02088359241001926
2025-03-25 00:00:00-04:00,203.60000610351562,206.2100067138672,203.22000122070312,205.7100067138672,31171200,0.0,0.0,0.012053587883713357,0.020204603218198072
2025-03-26 00:00:00-04:00,205.83999633789062,206.00999450683594,199.92999267578125,201.1300048828125,32855300,0.0,0.0,-0.022264360904062586,0.018516260437276718
2025-03-27 00:00:00-04:00,200.88999938964844,203.7899932861328,199.27999877929688,201.36000061035156,27317700,0.0,0.0,0.0011435177345771042,0.018388890629976826
2025-03-28 00:00:00-04:00,198.4199981689453,199.25999450683594,191.8800048828125,192.72000122070312,52548200,0.0,0.0,-0.04290822091507418,0.02091525470407371
2025-03-31 00:00:00-04:00,188.19000244140625,191.3300018310547,184.39999389648438,190.25999450683594,63547600,0.0,0.0,-0.012764667384211892,0.020899335724398782
2025-04-01 00:00:00-04:00,187.86000061035156,193.92999267578125,187.1999969482422,192.1699981689453,41267300,0.0,0.0,0.010038913682617334,0.02081936057768028
2025-04-02 00:00:00-04:00,187.66000366210938,198.33999633789062,187.66000366210938,196.00999450683594,53679200,0.0,0.0,0.01998228846583383,0.02049336220722427
2025-04-03 00:00:00-04:00,183.0,184.1300048828125,176.9199981689453,178.41000366210938,95553600,0.0,0.0,-0.08979129298487254,0.030913509866128275
2025-04-04 00:00:00-04:00,167.14999389648438,178.13999938964844,166.0,171.0,123159400,0.0,0.0,-0.041533565999713695,0.03226882066900628
2025-04-07 00:00:00-04:00,162.0,183.41000366210938,161.3800048828125,175.25999450683594,109327100,0.0,0.0,0.024912248577988017,0.03345112962240824
2025-04-08 00:00:00-04:00,185.22999572753906,185.89999389648438,168.57000732421875,170.66000366210938,87710400,0.0,0.0,-0.026246667744515673,0.03329938031343548
2025-04-09 00:00:00-04:00,172.1199951171875,192.64999389648438,169.92999267578125,191.10000610351562,116804300,0.0,0.0,0.11977031526306248,0.04797373307398101
2025-04-10 00:00:00-04:00,185.44000244140625,186.8699951171875,175.85000610351562,181.22000122070312,68302000,0.0,0.0,-0.05170070417193329,0.04981924913660142
2025-04-11 00:00:00-04:00,179.92999267578125,185.86000061035156,178.0,184.8699951171875,50594300,0.0,0.0,0.020141230945248445,0.049004965993930394
2025-04-14 00:00:00-04:00,186.83999633789062,187.44000244140625,179.22999572753906,182.1199951171875,48002500,0.0,0.0,-0.014875318183769082,0.048784423505411
2025-04-15 00:00:00-04:00,181.41000366210938,182.35000610351562,177.92999267578125,179.58999633789062,43642000,0.0,0.0,-0.013891933050343641,0.04864165230581907
2025-04-16 00:00:00-04:00,176.2899932861328,179.10000610351562,171.41000366210938,174.3300018310547,51875300,0.0,0.0,-0.029288905919567454,0.04892982500291623
2025-04-17 00:00:00-04:00,176.0,176.2100067138672,172.0,172.61000061035156,44468400,0.0,0.0,-0.009866352335440198,0.0479637998012463
2025-04-21 00:00:00-04:00,169.60000610351562,169.60000610351562,165.2899932861328,167.32000732421875,48126100,0.0,0.0,-0.030647084568839134,0.04837141760389317
2025-04-22 00:00:00-04:00,169.85000610351562,176.77999877929688,169.35000610351562,173.17999267578125,56607200,0.0,0.0,0.03502262189247651,0.0495377394671676
2025-04-23 00:00:00-04:00,183.4499969482422,187.3800048828125,180.19000244140625,180.60000610351562,63470100,0.0,0.0,0.042845673527805994,0.05083035827580583
2025-04-24 00:00:00-04:00,180.9199981689453,186.74000549316406,180.17999267578125,186.5399932861328,43763200,0.0,0.0,0.03289029336584037,0.04529771566544935
2025-04-25 00:00:00-04:00,187.6199951171875,189.94000244140625,185.49000549316406,188.99000549316406,36414300,0.0,0.0,0.013133978209558528,0.043375970935364314
2025-04-28 00:00:00-04:00,190.11000061035156,190.22000122070312,184.88999938964844,187.6999969482422,33224700,0.0,0.0,-0.006825802991833552,0.043254085777881375
2025-04-29 00:00:00-04:00,183.99000549316406,188.02000427246094,183.67999267578125,187.38999938964844,41667300,0.0,0.0,-0.0016515586767922308,0.0423445853325931
2025-04-30 00:00:00-04:00,182.1699981689453,185.0500030517578,178.85000610351562,184.4199981689453,55176500,0.0,0.0,-0.015849304820837684,0.027648519118671683
2025-05-01 00:00:00-04:00,190.6300048828125,191.80999755859375,187.5,190.1999969482422,74266000,0.0,0.0,0.031341496782804956,0.024987779604264664
2025-05-02 00:00:00-04:00,191.44000244140625,192.8800048828125,186.39999389648438,189.97999572753906,77903500,0.0,0.0,-0.0011566836184702112,0.02455762125701766
2025-05-05 00:00:00-04:00,186.50999450683594,188.17999267578125,185.52999877929688,186.35000610351562,35217500,0.0,0.0,-0.01910722026349243,0.024809086800659005
2025-05-06 00:00:00-04:00,184.57000732421875,187.92999267578125,183.85000610351562,185.00999450683594,29314100,0.0,0.0,-0.007190832051464091,0.024543676189962223
2025-05-07 00:00:00-04:00,185.55999755859375,190.99000549316406,185.00999450683594,188.7100067138672,43948600,0.0,0.0,0.019998985551532122,0.023142964716666204
