date,avg_sentiment,daily_return,rolling_corr
2016-04-21,0.03197568279580958,-0.006720777009723511,0.44003506299974776
2016-04-22,0.05920915129137055,0.021990432529629622,0.4419220356492008
2016-04-25,0.02549445727637217,-0.007605979610801672,0.4605189663398747
2016-04-26,0.014821678620467314,0.007624509088934195,0.3952862010361282
2016-04-27,0.027850340208334597,-0.008946136908751234,0.4058581821020383
2016-04-28,0.021618769895388995,-0.014952135009967504,0.4305568703141738
2016-04-29,0.037954180916779344,-0.028056989923414988,0.4137351489970695
2016-05-02,0.040304580110480735,0.004319697802968259,0.3654979790279262
2016-05-03,0.03813076016093849,-0.03920601056164674,0.3530675246909645
2016-05-04,0.02599860581631415,-0.04201105333661326,0.37906869994511166
2016-05-05,0.03427249806357788,-0.04955961442777834,0.33233415822399504
2016-05-06,0.03648181666685604,0.016073354609201562,0.3172752222263316
2016-05-09,0.030347223082517197,-0.02796256243720363,0.3420987844661648
2016-05-10,0.01992606272422786,-0.0011008885097379961,0.3489708057398343
2016-05-11,0.022484495639376118,0.0012937597581215154,0.3562663495450884
2016-05-12,0.02913645250773097,-0.00803978103371572,0.3434785992328328
2016-05-13,0.05770450578697466,0.001592002938870074,0.3465843310499334
2016-05-16,0.035240508683561995,0.00327534138207608,0.3150961671726982
2016-05-17,0.06803840993415683,-0.01742759842604591,0.13946797246634843
2016-05-18,0.08467680367354988,0.03180885470243422,0.3339924577512572
2016-05-19,0.02986203741945791,0.01913147353519906,0.3273003977437679
2016-05-20,0.037881873366369494,0.02355840619441185,0.342654819904191
2016-05-23,0.039982961372403605,-0.01843105074925855,0.3371344795631856
2016-05-24,0.04425598733738269,0.007816075741021722,0.3422320427392338
2016-05-25,0.03875438009505367,0.0076637497781955055,0.3283830183544919
2016-05-26,0.0423373043150926,0.02522997924071091,0.32635671302128266
2016-05-27,0.06962641649469607,-0.00923954578720032,0.26661517251036154
2016-05-31,0.07379612342085916,0.0008518675345341453,0.26425416233240895
2016-06-01,0.055108929989011284,-0.016440468601288782,0.24899386164944257
2016-06-02,0.05713797771529731,-0.0027327356754038856,0.24232352248927086
2016-06-03,0.05288090716941892,0.00013700139934802458,0.2439594584846883
2016-06-06,0.06926957006744242,0.007717276207808599,0.23107992132441524
2016-06-07,0.05894645693230599,0.05283668197567204,0.2783986714484661
2016-06-08,0.04996071398401147,0.013686831518021192,0.3249127117539378
2016-06-09,0.04574556190277839,-0.026154878987485475,0.31264323539617594
2016-06-10,0.046450687455095514,-0.04608472325253499,0.2785687248460529
2016-06-13,0.05698373586757425,-0.004204967396840731,0.26394477867402943
2016-06-14,0.05762454815715685,-0.013356605490256523,0.25679797450953673
2016-06-15,0.048489146178768816,0.012746565418183309,0.23854451330507617
2016-06-16,0.057034827166673005,0.0010565546173815221,0.17115592761609572
2016-06-17,0.05528724073249139,-0.011288062840889457,0.10081758823058544
2016-06-20,0.05017973049341871,0.019631474173017693,0.1255479995988653
2016-06-21,0.03175091768733637,-0.0004096198348979563,0.06798782769817927
2016-06-22,0.06382532830759376,-0.10450341756812143,-0.07749559990152013
2016-06-23,0.05781287379636436,-0.001322128315258908,-0.07496735336588212
2016-06-24,0.036953812360202495,-0.016547827629193046,-0.06892363334359485
2016-06-27,0.044247501597215334,0.027957518513328727,-0.09126509386225079
2016-06-28,0.058593333593333595,0.016318349791359932,-0.07593077515964647
2016-06-29,0.03610826290112004,0.041627392999816326,-0.10981762381753202
2016-06-30,0.039029990136651184,0.009943412480724279,-0.24901757824849557
2016-07-01,0.043656705106284936,0.019879378262587455,-0.23405710996003254
2016-07-05,0.020478056328995298,-0.011639738141737022,-0.14759987596538998
2016-07-06,0.03715132253849068,0.002149711537805965,-0.16955702188342134
2016-07-07,0.052880036672940195,0.006994990541306034,-0.1634861941100841
2016-07-08,0.06589616948707858,0.0038899525017721537,-0.14653635168338233
2016-07-11,0.03998212593982556,0.036903805062947104,-0.16245747334500105
2016-07-12,0.05272009186816489,-0.0005783013468687592,-0.15085865669906195
2016-07-13,0.046808935176172864,-0.009436981531152133,-0.1597274723775523
2016-07-14,0.0482886420491023,-0.004493707690691684,-0.14983732690139323
2016-07-15,0.05714890932530526,-0.005100971389125797,-0.15186074563882243
2016-07-18,0.0400629914388595,0.026542674288099866,-0.17377784581256475
2016-07-19,0.05245192006415598,-0.004375689688323137,-0.20346899859282452
2016-07-20,0.04589978744874411,0.013761894071912417,-0.2957655671239049
2016-07-21,0.049409589211747484,-0.03441934896442955,-0.2993977941158633
2016-07-22,0.07056562953537017,0.008027213064534022,-0.26406160487626323
2016-07-25,0.02429030982003543,0.03482249963460071,-0.35224746710958393
2016-07-26,0.04458721874832986,-0.002173785411705653,-0.34772806155148545
2016-07-27,0.03046279716355474,-0.0044442402825445315,-0.3116291274757021
2016-07-28,0.03211377172862156,0.0092782587991731,-0.3177072326774733
2016-07-29,0.03186887698745406,0.0181258915884297,-0.33470220213001745
2016-08-01,0.03357232147344088,-0.02035866545145193,-0.288058338880564
2016-08-02,0.03804761244211931,-0.012216845667703868,-0.2897092560254742
2016-08-03,0.031060422955494937,-0.006205976906180188,-0.2805750073541765
2016-08-04,0.03553825700829943,0.02134724289646428,-0.10483679450620968
2016-08-05,0.05643931043236599,-0.00251507260151429,-0.1062941270912302
2016-08-08,0.022469100479956164,-0.0168238552332044,-0.05062970130228211
2016-08-09,0.02635368751990736,0.012911226187923397,-0.07642679822698259
2016-08-10,0.04156722573116015,-0.014972973712197857,-0.10874084783226677
2016-08-11,0.045081106363573896,-0.003279367580152681,-0.08506944359899309
2016-08-12,0.06559865447282666,0.003112321193226242,-0.07322259852551263
2016-08-15,0.055782616749336246,-8.864212814152506e-05,-0.07980143697390488
2016-08-16,0.07137322924100903,-0.008776982760304364,-0.17554823843401804
2016-08-17,0.0474234672525633,-0.0016546746205348128,-0.17682256115366285
2016-08-18,0.05426249926733486,0.001209501174802119,-0.18414437175278559
2016-08-19,0.06857927061651667,0.006666333002271596,-0.17019733188727706
2016-08-22,0.054696660756501175,-0.009199968973795603,-0.16589218841425674
2016-08-23,0.056123390089500104,0.00856766810594789,-0.14788195452325548
2016-08-24,0.06981483600917739,-0.009873672296182745,-0.17920796412453227
2016-08-25,0.037631531750894114,-0.007456626175134207,-0.16516574315171792
2016-08-26,0.021121256093271017,-0.004389940220988597,-0.1324826479901717
2016-08-29,0.07375588405702042,-0.021773698929720586,-0.1961085246199852
2016-08-30,0.05143335894566209,-0.017936898094209286,-0.2023164590194169
2016-08-31,0.05278137852576055,0.003170288138355737,-0.19924634308783773
2016-09-01,0.0677028324177447,-0.05301630375559707,-0.30126096259405355
2016-09-02,0.043634910306689444,-0.014892723045455414,-0.34582199472316244
2016-09-06,0.0826318549336842,0.0255334510261378,-0.07867699406504264
