date,avg_sentiment,daily_return
2009-04-27,0.0,-0.00908886339218018
2009-04-29,0.0,0.020223696546260106
2009-05-22,0.0,-0.007566249832451244
2009-05-27,0.2340909090909091,0.0029676706654466756
2009-05-29,0.06818181818181818,0.016642228520119318
2009-06-01,0.0,0.02236176433528625
2009-06-02,0.0,0.004313544623472776
2009-06-05,0.08333333333333333,0.009176005794108821
2009-06-08,0.21818181818181817,-0.01249094392346417
2009-06-09,0.0,-0.007179246681753737
2009-06-15,0.0,-0.01899545556881621
2009-06-16,0.7333333333333334,-0.0018474764797933307
2009-06-19,0.0,0.014563055620955279
2009-06-22,1.0,-0.03032680586884795
2009-06-30,0.325,-0.006012157020782283
2009-07-07,0.0,-0.031688653408905365
2009-07-08,0.0,0.014774499736498914
2009-07-10,0.0,0.00977108039733321
2009-07-14,0.0,0.0009192116221703461
2009-07-15,0.0,0.03174074809711036
2009-07-16,0.0,0.010110219180876179
2009-07-17,0.0,-0.027903394768844514
2009-07-21,0.22857142857142862,-0.005277030058821075
2009-07-24,0.0,0.021447856615169236
2009-07-27,0.041490299823633156,-0.004298020179883788
2009-07-30,0.0,0.021547755450552097
2009-08-03,0.25,0.02067476052033901
2009-08-04,-0.08571428571428572,0.0033612624263918978
2009-08-06,0.023760932944606416,-0.0017289637369992672
2009-08-07,0.07361481944556478,0.014965782113346204
2009-08-10,0.07145897981074972,-0.0010718842646452176
2009-08-11,0.11328914141414141,-0.005847517748338249
2009-08-12,0.042135676040751226,0.010221648865387678
2009-08-13,0.08783723231879914,0.00806829435856482
2009-08-17,0.12082858421466017,-0.032847788929774246
2009-08-18,0.11666666666666665,0.0008765834229425007
2009-08-19,0.06666666666666667,-0.0029419152322193165
2009-08-21,0.11607142857142858,0.010490671308821087
2009-08-24,-0.009764309764309757,0.0075014536504629525
2009-08-25,0.039930792891319206,0.005632274432302076
2009-08-26,0.06621212121212121,-0.007149402637853797
2009-08-27,0.10115384615384615,-0.004145296970527901
2009-08-28,-0.12052380952380952,-0.002810745440713247
2009-08-31,-0.003789983164983167,-0.006627313627813214
2009-09-01,-0.006083654000320671,-0.01280130524413281
2009-09-02,0.06647241647241647,-0.0060338439669122
2009-09-03,0.04574074074074074,0.009955675916910156
2009-09-04,0.0702,0.00826189953724299
2009-09-08,0.06645250827603769,-0.005809730877973096
2009-09-09,0.0029143475572046998,0.011665487933971264
2009-09-10,0.05383766233766234,0.01502251702259505
2009-09-11,0.026949598021026592,0.002548110629629674
2009-09-14,0.060927305845338633,0.006311671023966348
2009-09-15,0.06309577652861235,0.0050934538616991265
2009-09-16,0.12268257575757575,0.02251116489697713
2009-09-17,0.04654829545454545,0.007024543557580865
2009-09-18,0.07385732323232323,-0.0005288112997888783
2009-09-21,0.08819109461966605,0.011272577429337183
2009-09-22,0.12844155844155844,0.004144868548729974
2009-09-23,0.10443646996278574,-0.0012022675056709842
2009-09-24,0.07998106060606061,-0.003390450248443755
2009-09-25,0.005480895915678524,-0.008635800898080137
2009-09-28,0.03068764568764569,0.012284772542194178
2009-09-29,0.11577060931899642,0.0
2009-09-30,0.13530776515151516,-0.005375786212189926
2009-10-01,0.024132231404958678,-0.01744480697915818
2009-10-02,0.102,-0.0053777270493478024
2009-10-05,0.09905560231949122,0.008130828427114656
2009-10-06,0.03728911135161135,0.02092035254788649
2009-10-07,0.052842712842712844,0.03769496216147172
2009-10-08,0.10995714285714285,-0.0064922910332664285
2009-10-09,0.12956228956228955,0.004025889248503001
2009-10-12,0.08844251336898397,0.015089617410467104
2009-10-13,0.15631794131794133,0.003949994213104935
2009-10-14,0.22184684684684686,0.01750591478000696
2009-10-15,0.10030388207471541,-0.01010608203171659
2009-10-16,0.056363636363636366,0.03762894345130574
2009-10-19,0.033952922077922075,0.004073839835511572
2009-10-20,0.05586115391200137,-0.0006701037398544329
2009-10-21,0.07848581973581974,-0.0011238114287034362
2009-10-22,0.07622119633838384,0.005425487507371818
2009-10-23,0.13872256681958176,-0.0007218626959933916
2009-10-26,0.07748785120108649,0.0009391132364484633
2009-10-27,0.0311763468013468,-0.010681821165218097
2009-10-28,0.03630494130494131,-0.01457258641952075
2009-10-29,0.14429699537750384,0.019896320181421956
2009-10-30,0.10998840254395809,-0.027093697377799653
2009-11-02,0.039314296814296816,-0.003972979340978955
2009-11-03,0.038103609353609354,0.006179856453000232
2009-11-04,0.07465909090909091,0.005658011226941317
2009-11-05,0.07195385092581354,0.015397972707855256
2009-11-06,0.09135802469135802,0.004465545039222363
2009-11-09,0.12371129970139871,0.020704021063853606
2009-11-10,0.042760007482229696,0.007555410370179372
2009-11-11,0.07365530303030303,0.006704863843512987
2009-11-12,0.13886285776573545,-0.004749736863933651
2009-11-13,0.08723601999375197,0.007396296491093413
2009-11-16,0.07912953060011885,0.00739446968660995
2009-11-17,0.08721955580651232,0.002099675344651386
2009-11-18,0.09709942834942836,-0.0014545794022460257
2009-11-19,0.07745238646002005,-0.006346976129284809
2009-11-20,0.08828731762065095,-0.005288048734541695
2009-11-23,0.112313868164932,0.021738330115631754
2009-11-24,0.10584637964774951,0.001270699244241058
2009-11-25,0.10553636363636362,0.004544769515916869
2009-11-27,0.11386980267794221,-0.010209325925753632
2009-11-30,0.10314009807065362,0.005588487176173107
2009-12-01,0.12223373975667554,0.011783915380110699
2009-12-02,0.11493775624728006,-0.004000884108729674
2009-12-03,0.10280211931727085,-0.0030127003182410794
2009-12-04,0.08883253876924763,-0.0012462833757500569
2009-12-07,0.1617727407168401,0.0021195910388371875
2009-12-08,0.11335091420534457,0.0013645920465439332
2009-12-09,0.14469973472967484,0.003355793122952644
2009-12-10,0.0917296879949319,0.0042103871340750665
2009-12-11,0.13835822808963305,-0.0016737533835472496
2009-12-14,0.14587674230531372,0.00883987021447652
2009-12-15,0.08635748106060606,-0.004347622645739402
2009-12-16,0.08949970484061394,0.007789037403363341
2009-12-17,0.09212771655953474,-0.0063905206732206565
2009-12-18,0.1146681683267049,0.004175509757543994
2009-12-21,0.1225880633748654,0.0037893203619216997
2009-12-22,0.08872610513739546,0.004075614923847226
2009-12-23,0.08360409652076319,0.01756718641435251
2009-12-24,0.08781772953414745,0.011116907687825694
2009-12-28,0.12136244405312202,0.007098079571148608
2009-12-29,0.06207272727272727,-0.005571029784492643
2009-12-30,0.16755371900826446,0.00537617225906728
2009-12-31,0.09668630751964084,-0.004416014650691191
2010-01-04,0.0927343784161966,0.010919721711964536
2010-01-05,0.1245066649522095,-0.00440363522131082
2010-01-06,0.09232117089259946,-0.025208755703162278
2010-01-07,0.11780785094944386,-0.023279532921204105
2010-01-08,0.08514671101256466,0.013331105069678273
2010-01-11,0.113151776384535,-0.0015115761892978696
2010-01-12,0.11130498983339891,-0.017683983490557775
2010-01-13,0.12121340652029276,-0.0057410943167089945
2010-01-14,0.1413005517798264,0.004701181608689486
2010-01-15,0.0628881936496879,-0.016699185703074826
2010-01-19,0.11518916437098256,0.013137944522472855
2010-01-20,0.11846632748694604,-0.012269832313812068
2010-01-21,0.09359167592151886,0.004427876165130407
2010-01-22,0.11256084006084006,-0.05655423745133292
2010-01-25,0.08672013720742534,-0.018199651484185786
2010-01-26,0.13729153360300902,0.004481484856144746
2010-01-27,0.07979313389761152,-0.0005899287715891433
2010-01-28,0.08406464567178853,-0.014406940080916808
2010-01-29,0.13383836014933576,-0.008141659004471169
2010-02-01,0.08287709080047789,0.005811917371323805
2010-02-02,0.059030423722519314,-0.0035644961528655816
2010-02-03,0.0678991827754204,0.018263209699141303
2010-02-04,0.09938188705234159,-0.025960523437217775
2010-02-05,0.09310246274818468,0.008561415444710674
2010-02-08,0.11450625440451022,0.004103221231182674
2010-02-09,0.06576948357668697,0.0055673211184252835
2010-02-10,0.09039144028274464,-0.0037096518614641028
2010-02-11,0.12388072735845013,0.003648668631422547
2010-02-12,0.0839747424643258,-0.006114900132030532
2010-02-16,0.08659200630398788,0.015343634628537828
2010-02-17,0.11003828763828764,-0.005708408072906734
2010-02-18,0.12510096715453858,0.009308583200526854
2010-02-19,0.1157493973829201,-0.00452850882603173
2010-02-22,0.05659548043135829,0.0037724201863034157
2010-02-23,0.08501201188428262,-0.014240929466837637
2010-02-24,0.11620740740740741,-0.006728132014508947
2010-02-25,0.0725621172636098,-0.009483188967605027
2010-02-26,0.12538134150493702,0.0007029123804154214
2010-03-01,0.03644355290852106,0.011180696396041467
2010-03-02,0.09528354978354979,0.015712762569128236
2010-03-03,0.1241085877473312,0.007873410037323891
2010-03-04,0.09645600145600146,0.01699919006337325
